name,method,porosity,n_particles,smooth_sigma,porosity_target,seed,shape,tif_path
ellipsoid_073,ellipsoid,0.6830053329467773,514.0,,,72,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_073_bin.tif
ellipsoid_074,ellipsoid,0.6841344833374023,521.0,,,73,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_074_bin.tif
ellipsoid_075,ellipsoid,0.6808509826660156,528.0,,,74,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_075_bin.tif
ellipsoid_076,ellipsoid,0.6799969673156738,535.0,,,75,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_076_bin.tif
ellipsoid_077,ellipsoid,0.6827120780944824,542.0,,,76,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_077_bin.tif
ellipsoid_078,ellipsoid,0.6771903038024902,548.0,,,77,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_078_bin.tif
ellipsoid_079,ellipsoid,0.678464412689209,555.0,,,78,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_079_bin.tif
ellipsoid_080,ellipsoid,0.6781940460205078,562.0,,,79,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_080_bin.tif
ellipsoid_081,ellipsoid,0.6697125434875488,569.0,,,80,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_081_bin.tif
ellipsoid_082,ellipsoid,0.6668686866760254,576.0,,,81,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_082_bin.tif
ellipsoid_083,ellipsoid,0.6552009582519531,583.0,,,82,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_083_bin.tif
ellipsoid_084,ellipsoid,0.6598186492919922,590.0,,,83,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_084_bin.tif
ellipsoid_085,ellipsoid,0.66070556640625,596.0,,,84,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_085_bin.tif
ellipsoid_086,ellipsoid,0.644402027130127,603.0,,,85,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_086_bin.tif
ellipsoid_087,ellipsoid,0.6586318016052246,610.0,,,86,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_087_bin.tif
ellipsoid_088,ellipsoid,0.6503434181213379,617.0,,,87,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_088_bin.tif
ellipsoid_089,ellipsoid,0.644376277923584,624.0,,,88,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_089_bin.tif
ellipsoid_090,ellipsoid,0.6420917510986328,631.0,,,89,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_090_bin.tif
ellipsoid_091,ellipsoid,0.6439414024353027,638.0,,,90,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_091_bin.tif
ellipsoid_092,ellipsoid,0.6411151885986328,645.0,,,91,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_092_bin.tif
ellipsoid_093,ellipsoid,0.6408348083496094,651.0,,,92,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_093_bin.tif
ellipsoid_094,ellipsoid,0.6490011215209961,658.0,,,93,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_094_bin.tif
ellipsoid_095,ellipsoid,0.6270613670349121,665.0,,,94,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_095_bin.tif
ellipsoid_096,ellipsoid,0.63031005859375,672.0,,,95,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_096_bin.tif
ellipsoid_097,ellipsoid,0.6313266754150391,679.0,,,96,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_097_bin.tif
ellipsoid_098,ellipsoid,0.6229915618896484,686.0,,,97,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_098_bin.tif
ellipsoid_099,ellipsoid,0.6249175071716309,693.0,,,98,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_099_bin.tif
ellipsoid_100,ellipsoid,0.6245298385620117,700.0,,,99,"(128, 128, 128)",runs/synthetic_library_200/ellipsoid_100_bin.tif
grf_p65_s03_r0,grf,0.6500000953674316,,3.0,0.65,500,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s03_r0_bin.tif
grf_p65_s03_r1,grf,0.6500000953674316,,3.0,0.65,501,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s03_r1_bin.tif
grf_p65_s03_r2,grf,0.6500000953674316,,3.0,0.65,502,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s03_r2_bin.tif
grf_p65_s03_r3,grf,0.6500000953674316,,3.0,0.65,503,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s03_r3_bin.tif
grf_p65_s03_r4,grf,0.6500000953674316,,3.0,0.65,504,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s03_r4_bin.tif
grf_p65_s05_r0,grf,0.6500000953674316,,5.0,0.65,505,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s05_r0_bin.tif
grf_p65_s05_r1,grf,0.6500000953674316,,5.0,0.65,506,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s05_r1_bin.tif
grf_p65_s05_r2,grf,0.6500000953674316,,5.0,0.65,507,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s05_r2_bin.tif
grf_p65_s05_r3,grf,0.6500000953674316,,5.0,0.65,508,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s05_r3_bin.tif
grf_p65_s05_r4,grf,0.6500000953674316,,5.0,0.65,509,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s05_r4_bin.tif
grf_p65_s08_r0,grf,0.6500000953674316,,8.0,0.65,510,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s08_r0_bin.tif
grf_p65_s08_r1,grf,0.6500000953674316,,8.0,0.65,511,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s08_r1_bin.tif
grf_p65_s08_r2,grf,0.6500000953674316,,8.0,0.65,512,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s08_r2_bin.tif
grf_p65_s08_r3,grf,0.6500000953674316,,8.0,0.65,513,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s08_r3_bin.tif
grf_p65_s08_r4,grf,0.6500000953674316,,8.0,0.65,514,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s08_r4_bin.tif
grf_p65_s12_r0,grf,0.6500000953674316,,12.0,0.65,515,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s12_r0_bin.tif
grf_p65_s12_r1,grf,0.6500000953674316,,12.0,0.65,516,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s12_r1_bin.tif
grf_p65_s12_r2,grf,0.6500000953674316,,12.0,0.65,517,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s12_r2_bin.tif
grf_p65_s12_r3,grf,0.6500000953674316,,12.0,0.65,518,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s12_r3_bin.tif
grf_p65_s12_r4,grf,0.6500000953674316,,12.0,0.65,519,"(128, 128, 128)",runs/synthetic_library_200/grf_p65_s12_r4_bin.tif
grf_p55_s03_r0,grf,0.5500001907348633,,3.0,0.55,520,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s03_r0_bin.tif
grf_p55_s03_r1,grf,0.5500001907348633,,3.0,0.55,521,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s03_r1_bin.tif
grf_p55_s03_r2,grf,0.5500001907348633,,3.0,0.55,522,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s03_r2_bin.tif
grf_p55_s03_r3,grf,0.5500001907348633,,3.0,0.55,523,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s03_r3_bin.tif
grf_p55_s03_r4,grf,0.5500001907348633,,3.0,0.55,524,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s03_r4_bin.tif
grf_p55_s05_r0,grf,0.5500001907348633,,5.0,0.55,525,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s05_r0_bin.tif
grf_p55_s05_r1,grf,0.5500001907348633,,5.0,0.55,526,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s05_r1_bin.tif
grf_p55_s05_r2,grf,0.5500001907348633,,5.0,0.55,527,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s05_r2_bin.tif
grf_p55_s05_r3,grf,0.5500001907348633,,5.0,0.55,528,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s05_r3_bin.tif
grf_p55_s05_r4,grf,0.5500001907348633,,5.0,0.55,529,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s05_r4_bin.tif
grf_p55_s08_r0,grf,0.5500001907348633,,8.0,0.55,530,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s08_r0_bin.tif
grf_p55_s08_r1,grf,0.5500001907348633,,8.0,0.55,531,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s08_r1_bin.tif
grf_p55_s08_r2,grf,0.5500001907348633,,8.0,0.55,532,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s08_r2_bin.tif
grf_p55_s08_r3,grf,0.5500001907348633,,8.0,0.55,533,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s08_r3_bin.tif
grf_p55_s08_r4,grf,0.5500001907348633,,8.0,0.55,534,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s08_r4_bin.tif
grf_p55_s12_r0,grf,0.5500001907348633,,12.0,0.55,535,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s12_r0_bin.tif
grf_p55_s12_r1,grf,0.5500001907348633,,12.0,0.55,536,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s12_r1_bin.tif
grf_p55_s12_r2,grf,0.5500001907348633,,12.0,0.55,537,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s12_r2_bin.tif
grf_p55_s12_r3,grf,0.5500001907348633,,12.0,0.55,538,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s12_r3_bin.tif
grf_p55_s12_r4,grf,0.5500001907348633,,12.0,0.55,539,"(128, 128, 128)",runs/synthetic_library_200/grf_p55_s12_r4_bin.tif
grf_p40_s03_r0,grf,0.40000009536743164,,3.0,0.4,540,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s03_r0_bin.tif
grf_p40_s03_r1,grf,0.40000009536743164,,3.0,0.4,541,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s03_r1_bin.tif
grf_p40_s03_r2,grf,0.40000009536743164,,3.0,0.4,542,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s03_r2_bin.tif
grf_p40_s03_r3,grf,0.40000009536743164,,3.0,0.4,543,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s03_r3_bin.tif
grf_p40_s03_r4,grf,0.40000009536743164,,3.0,0.4,544,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s03_r4_bin.tif
grf_p40_s05_r0,grf,0.40000009536743164,,5.0,0.4,545,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s05_r0_bin.tif
grf_p40_s05_r1,grf,0.40000009536743164,,5.0,0.4,546,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s05_r1_bin.tif
grf_p40_s05_r2,grf,0.40000009536743164,,5.0,0.4,547,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s05_r2_bin.tif
grf_p40_s05_r3,grf,0.40000009536743164,,5.0,0.4,548,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s05_r3_bin.tif
grf_p40_s05_r4,grf,0.40000009536743164,,5.0,0.4,549,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s05_r4_bin.tif
grf_p40_s08_r0,grf,0.40000009536743164,,8.0,0.4,550,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s08_r0_bin.tif
grf_p40_s08_r1,grf,0.40000009536743164,,8.0,0.4,551,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s08_r1_bin.tif
grf_p40_s08_r2,grf,0.40000009536743164,,8.0,0.4,552,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s08_r2_bin.tif
grf_p40_s08_r3,grf,0.40000009536743164,,8.0,0.4,553,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s08_r3_bin.tif
grf_p40_s08_r4,grf,0.40000009536743164,,8.0,0.4,554,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s08_r4_bin.tif
grf_p40_s12_r0,grf,0.40000009536743164,,12.0,0.4,555,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s12_r0_bin.tif
grf_p40_s12_r1,grf,0.40000009536743164,,12.0,0.4,556,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s12_r1_bin.tif
grf_p40_s12_r2,grf,0.40000009536743164,,12.0,0.4,557,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s12_r2_bin.tif
grf_p40_s12_r3,grf,0.40000009536743164,,12.0,0.4,558,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s12_r3_bin.tif
grf_p40_s12_r4,grf,0.40000009536743164,,12.0,0.4,559,"(128, 128, 128)",runs/synthetic_library_200/grf_p40_s12_r4_bin.tif
grf_p28_s03_r0,grf,0.2800002098083496,,3.0,0.28,560,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s03_r0_bin.tif
grf_p28_s03_r1,grf,0.2800002098083496,,3.0,0.28,561,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s03_r1_bin.tif
grf_p28_s03_r2,grf,0.2800002098083496,,3.0,0.28,562,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s03_r2_bin.tif
grf_p28_s03_r3,grf,0.2800002098083496,,3.0,0.28,563,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s03_r3_bin.tif
grf_p28_s03_r4,grf,0.2800002098083496,,3.0,0.28,564,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s03_r4_bin.tif
grf_p28_s05_r0,grf,0.2800002098083496,,5.0,0.28,565,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s05_r0_bin.tif
grf_p28_s05_r1,grf,0.2800002098083496,,5.0,0.28,566,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s05_r1_bin.tif
grf_p28_s05_r2,grf,0.2800002098083496,,5.0,0.28,567,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s05_r2_bin.tif
grf_p28_s05_r3,grf,0.2800002098083496,,5.0,0.28,568,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s05_r3_bin.tif
grf_p28_s05_r4,grf,0.2800002098083496,,5.0,0.28,569,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s05_r4_bin.tif
grf_p28_s08_r0,grf,0.2800002098083496,,8.0,0.28,570,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s08_r0_bin.tif
grf_p28_s08_r1,grf,0.2800002098083496,,8.0,0.28,571,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s08_r1_bin.tif
grf_p28_s08_r2,grf,0.2800002098083496,,8.0,0.28,572,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s08_r2_bin.tif
grf_p28_s08_r3,grf,0.2800002098083496,,8.0,0.28,573,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s08_r3_bin.tif
grf_p28_s08_r4,grf,0.2800002098083496,,8.0,0.28,574,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s08_r4_bin.tif
grf_p28_s12_r0,grf,0.2800002098083496,,12.0,0.28,575,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s12_r0_bin.tif
grf_p28_s12_r1,grf,0.2800002098083496,,12.0,0.28,576,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s12_r1_bin.tif
grf_p28_s12_r2,grf,0.2800002098083496,,12.0,0.28,577,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s12_r2_bin.tif
grf_p28_s12_r3,grf,0.2800002098083496,,12.0,0.28,578,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s12_r3_bin.tif
grf_p28_s12_r4,grf,0.2800002098083496,,12.0,0.28,579,"(128, 128, 128)",runs/synthetic_library_200/grf_p28_s12_r4_bin.tif
grf_p20_s03_r0,grf,0.20000028610229492,,3.0,0.2,580,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s03_r0_bin.tif
grf_p20_s03_r1,grf,0.20000028610229492,,3.0,0.2,581,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s03_r1_bin.tif
grf_p20_s03_r2,grf,0.20000028610229492,,3.0,0.2,582,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s03_r2_bin.tif
grf_p20_s03_r3,grf,0.20000028610229492,,3.0,0.2,583,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s03_r3_bin.tif
grf_p20_s03_r4,grf,0.20000028610229492,,3.0,0.2,584,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s03_r4_bin.tif
grf_p20_s05_r0,grf,0.20000028610229492,,5.0,0.2,585,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s05_r0_bin.tif
grf_p20_s05_r1,grf,0.20000028610229492,,5.0,0.2,586,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s05_r1_bin.tif
grf_p20_s05_r2,grf,0.20000028610229492,,5.0,0.2,587,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s05_r2_bin.tif
grf_p20_s05_r3,grf,0.20000028610229492,,5.0,0.2,588,"(128, 128, 128)",runs/synthetic_library_200/grf_p20_s05_r3_bin.tif
